profID,avgDifficulty,avgRating,department,firstName,lastName,numRatings,wouldTakeAgainPercent,fullName
1203447,1.2,4.6,American Studies,Margaret,Noori,6,,Margaret Noori
1205888,2.1,4.8,Chinese,Haiqing,Yin,20,100.0,Haiqing Yin
1206907,3.4,3.6,Political Science,Allan,Stam,34,,Allan Stam
1206954,3.7,4.4,Business Economics,Paul,Clyde,9,100.0,Paul Clyde
1207644,4.5,1.0,Social Work,Kim,Clum,2,,Kim Clum
1207700,3.5,2.8,Business Economics,Tammy,Feldman,2,,Tammy Feldman
1207793,2.6,3.7,Chemical Engineering,Diana,Siberio-Perez,5,,Diana Siberio-Perez
1207794,1.0,2.5,Chemistry,Diana,Perez,1,,Diana Perez
1208159,0.0,0.0,Physics,John,Schaibley,0,,John Schaibley
1208388,0.0,0.0,Art History,Kirsten,Olds,0,,Kirsten Olds
1208550,0.0,0.0,English,Shira,Handler,0,,Shira Handler
1209081,4.0,5.0,Music,Mary,Simoni,2,,Mary Simoni
1209992,2.5,4.9,English,Steven,Engel,16,92.0,Steven Engel
1210782,2.0,2.0,Social Work,James,Svensson,1,0.0,James Svensson
1210933,2.0,4.0,Biology,Elisabeth,Ashman,1,,Elisabeth Ashman
1210934,2.5,4.5,Biology,Elisabeth,Epstein,2,,Elisabeth Epstein
1211473,4.1,2.0,Statistics,Ben,Hansen,31,30.0,Ben Hansen
1212740,1.8,5.0,Spanish,Esther,Angulo,5,100.0,Esther Angulo
1212813,1.0,4.9,Sociology,Gayl,Ness,4,,Gayl Ness
1214770,0.0,0.0,Art,Darryl,Baird,0,,Darryl Baird
1214851,2.3,2.5,Geology,Ingrid,Hendy,18,60.0,Ingrid Hendy
1215016,2.5,4.3,English,Helen,HO,2,,Helen HO
1215686,3.0,4.6,Philosophy,Eric,Swanson,19,100.0,Eric Swanson
1215701,3.7,3.4,Kinesiology,Kathy,Babiak,7,100.0,Kathy Babiak
1215713,4.0,5.0,Political Science,Don,Herzog,2,,Don Herzog
1215714,3.7,4.1,Political Science,Donald,Kinder,19,85.0,Donald Kinder
1215716,2.0,2.0,Political Science,Daniel,Levine,2,,Daniel Levine
1215717,3.3,3.2,Political Science,Kenneth,McElwain,16,,Kenneth McElwain
1215718,2.7,4.5,Political Science,Robert,Salmond,7,,Robert Salmond
1215927,3.0,4.0,Philosophy,David,Baker,15,60.0,David Baker
1216455,3.2,3.2,Economics,Vinay,Ramani,54,,Vinay Ramani
1216515,3.4,3.4,Electrical Engineering,Mahta,Moghaddam,5,100.0,Mahta Moghaddam
1217496,1.9,4.1,Biology,Diane,Spillane,27,100.0,Diane Spillane
1217662,3.5,3.9,French,Jenni,Gordon,18,83.0,Jenni Gordon
1217745,3.8,3.8,Psychology,Terri,Conley,58,56.0,Terri Conley
1217755,2.3,4.7,Spanish,Maria Del Coral,Lopez-Gomez,3,,Maria Del Coral Lopez-Gomez
1218041,1.6,4.7,Philosophy,Gary,Krenz,10,100.0,Gary Krenz
1218306,3.3,3.7,Film,Amanda,Stone,3,,Amanda Stone
1218424,2.7,4.6,English Language & Literature,David,Lavinsky,9,,David Lavinsky
1218428,2.0,4.0,English,Moises,Escudero,2,,Moises Escudero
1218682,3.0,2.5,Mechanical Engineering,Jwo,Pan,10,60.0,Jwo Pan
1218782,1.5,4.5,Physical Education,Kerry,Winkleseth,2,,Kerry Winkleseth
1219184,3.0,4.4,Mathematics,Michael,Khoury,33,,Michael Khoury
1221104,3.1,3.6,Statistics,Kerby,Shedden,8,50.0,Kerby Shedden
1221219,2.3,4.4,Naval Science,Laura,Alford,39,92.0,Laura Alford
1221220,3.8,2.2,Engineering,Tom,Bowden,10,50.0,Tom Bowden
1221244,2.3,4.7,Psychology,Fiona,Lee,25,,Fiona Lee
1221753,1.3,4.0,Anthropology,Chris,Berk,3,,Chris Berk
1222034,1.5,2.8,Classics,B,Forston,2,,B Forston
1222035,2.8,4.9,German,Jennie,Cain,4,,Jennie Cain
1222158,3.6,5.0,Mathematics,Becky,Hoai,13,,Becky Hoai
1222410,3.3,2.8,English,Christopher,Meade,3,,Christopher Meade
1223116,3.3,4.4,Chemistry,K,Reddie,7,,K Reddie
1223277,2.9,4.3,English Language & Literature,Kodi,Scheer,15,33.0,Kodi Scheer
1223608,2.0,3.8,History,Howard,Lupovitch,2,,Howard Lupovitch
1223755,0.0,0.0,Political Science,Michelle,Allendorfer,0,,Michelle Allendorfer
1223914,0.0,0.0,Mathematics,Annie,Xue,0,,Annie Xue
1224012,3.6,3.3,Economics,Pavel,Kapinos,5,,Pavel Kapinos
1224081,1.7,4.8,Psychology,Leah,James,3,,Leah James
1224369,1.7,5.0,Linguistics,David,Medeiros,3,,David Medeiros
1224584,3.0,3.3,Creative Writing,Rasheeda,Plenty,3,,Rasheeda Plenty
1225411,4.5,4.0,English,Alexandra,Simpson,4,,Alexandra Simpson
1225811,1.5,4.0,Women's Studies,Timothy,Johnson,8,100.0,Timothy Johnson
1227452,3.3,4.5,Mathematics,Harlan,Kadish,4,,Harlan Kadish
1228819,2.1,4.0,Business Administration,Follett,Carter,20,62.0,Follett Carter
1229824,0.0,0.0,Biology,Kathryn,Warton,0,,Kathryn Warton
1230382,3.7,2.3,English,Ramon,Stern,3,,Ramon Stern
1233522,2.0,4.7,Mathematics,Ashley,Selegue,3,,Ashley Selegue
1233742,3.5,4.0,Political Science,Brooklyn,Walker,2,,Brooklyn Walker
1233776,0.0,0.0,Biochemistry,Charles,Yocum,0,,Charles Yocum
1234074,2.4,3.0,Italian,Maria Giulia,Sclippa,5,,Maria Giulia Sclippa
1234234,5.0,5.0,Philosophy,Bradley,Moore,1,,Bradley Moore
1234352,2.0,4.0,French,Elena,Dallatorre,2,,Elena Dallatorre
1234354,3.5,3.0,French,Elena Dalla,Torre,2,,Elena Dalla Torre
1234375,2.0,5.0,English,Taiyaba,Husain,1,,Taiyaba Husain
1234901,3.6,2.3,Mathematics,Song,Yao,8,,Song Yao
1234932,4.4,4.0,Electrical Engineering,Dennis,Sylvester,9,100.0,Dennis Sylvester
1235165,0.0,0.0,Asian Studies,Andrea,Landis,0,,Andrea Landis
1235332,3.5,1.9,Aerospace Studies,Luis,Bernal,6,0.0,Luis Bernal
1235941,0.0,0.0,Languages,Rosalia,Puma Escalante,0,,Rosalia Puma Escalante
1236216,3.0,4.5,Anthropology,Alison,Joersz,1,,Alison Joersz
1237336,3.0,5.0,Mathematics,Luis,Serrano,1,,Luis Serrano
1240127,3.5,5.0,Asian Studies,Shinya,Suzuki,2,,Shinya Suzuki
1241008,3.7,3.3,Chemical Engineering,Omolola,Eniola-Adefeso,21,66.0,Omolola Eniola-Adefeso
1247485,3.5,4.3,Russian,Stephanie,Hitztaler,4,,Stephanie Hitztaler
1247816,0.0,0.0,Mathematics,Marie,Snipes,0,,Marie Snipes
1248138,4.0,5.0,Industrial Engineering,Katta,Murty,1,,Katta Murty
1248143,3.2,4.0,Mechanical Engineering,Vikram,Gavini,9,100.0,Vikram Gavini
1248663,4.0,3.0,Genetics,Jeffrey,Long,1,,Jeffrey Long
1249713,0.0,0.0,Naval Science,Frank,Smithington,0,,Frank Smithington
1251468,4.5,4.0,Architecture,Anatole,Senkevitch,2,,Anatole Senkevitch
1251501,2.4,3.6,Anthropology,Joyce,Marcus,11,20.0,Joyce Marcus
1255530,2.9,3.1,Aerospace Studies,Tim,Smith,13,50.0,Tim Smith
1258944,4.0,1.0,Medicine,Rebecca,Minter,1,,Rebecca Minter
1260954,3.0,4.2,Psychology,Mei,Guan,6,,Mei Guan
1260989,0.0,0.0,Education,Susan,Newman,0,,Susan Newman
1262138,2.8,2.4,History,Julius,Scott,6,,Julius Scott
1262194,2.3,3.5,Political Science,Jennet,Kirkpatrick,11,,Jennet Kirkpatrick
1264359,3.0,4.7,Art,Nancy,Thayer,10,100.0,Nancy Thayer
1264728,3.7,2.8,Graphic Arts,Bonnie,Zielinski,3,,Bonnie Zielinski
1265761,4.5,3.1,Psychology,Helen,Baghdoyan,4,100.0,Helen Baghdoyan
1266737,0.0,0.0,Electrical Engineering,Kensall,Wise,0,,Kensall Wise
1267616,0.0,0.0,Education,Robert,Linn,0,,Robert Linn
1267835,3.9,3.7,Mechanical Engineering,Samantha,Daly,15,33.0,Samantha Daly
1268112,3.0,3.5,American Studies,Rima,Hassouneh,9,100.0,Rima Hassouneh
1268287,3.7,3.2,Physics,Keith,Riles,50,90.0,Keith Riles
1268448,4.0,3.3,Chemical Engineering,Charles,Monroe,6,,Charles Monroe
1269212,3.1,3.8,Asian Studies,Xiaobing,Tang,17,40.0,Xiaobing Tang
1269374,3.3,4.7,Mechanical Engineering,Pramod,Reddy,7,100.0,Pramod Reddy
1269389,2.8,4.1,Finance,Ran,Duchan,4,,Ran Duchan
1269399,4.0,2.8,Anthropology,Roberto,Frisancho,4,,Roberto Frisancho
1269709,3.7,3.2,Mathematics,Jeff,Meyer,3,,Jeff Meyer
1269777,1.9,4.5,Anthropology,David,Akin,12,66.0,David Akin
1269779,2.3,3.5,Geology,Peter,Vankeken,3,,Peter Vankeken
1269833,2.7,4.3,Spanish,Mara,Pastor,3,,Mara Pastor
1269937,3.4,4.3,Materials Engineering,Max,Shtein,10,100.0,Max Shtein
1270718,1.8,1.4,Psychology,Mark,Creekmore,9,,Mark Creekmore
1270934,3.3,3.7,Electrical Engineering,Mina,Rais-Zadeh,10,66.0,Mina Rais-Zadeh
1270953,2.7,4.5,Hebrew,Doron,Lamm,6,,Doron Lamm
1270959,3.3,3.8,Mathematics,Yilun,Wu,3,,Yilun Wu
1270961,2.0,4.0,African-American Studies,Noah,Gardiner,3,,Noah Gardiner
1270964,3.2,3.5,Classics,Britta,Ager,15,66.0,Britta Ager
1270971,3.3,4.5,Classics,Benjamin,Graham,11,,Benjamin Graham
1271340,3.3,5.0,Theater,Nancy,Uffner,3,100.0,Nancy Uffner
1271929,2.8,4.4,History,Rudolph,Ware,13,80.0,Rudolph Ware
1271956,0.0,0.0,African-American Studies,Loyd,Mbabu,0,,Loyd Mbabu
1272115,2.5,4.5,Public Health,Kenneth,Warner,16,,Kenneth Warner
1272420,3.0,4.8,Nursing,Cynthia,Fenske,3,100.0,Cynthia Fenske
1272421,2.0,4.8,Nursing,Valerie,Marsh,3,,Valerie Marsh
1272422,3.0,4.0,Nursing,Donna,Marvicsin,3,,Donna Marvicsin
1272438,1.0,5.0,Psychology,C,Siefert,1,,C Siefert
1272570,4.0,2.7,Philosophy,Eduardo,Garcia-Ramirez,3,,Eduardo Garcia-Ramirez
1272573,2.0,4.0,Philosophy,Nathan,Charlow,1,,Nathan Charlow
1272693,3.3,4.2,History,James,Cook,17,71.0,James Cook
1272816,3.7,2.8,Economics,Neslihan,Uler,15,100.0,Neslihan Uler
1272902,3.2,4.0,Mathematics,Enrique,Giese,5,,Enrique Giese
1272905,3.4,4.3,African-American Studies,Sherie,Randolph,5,,Sherie Randolph
1272906,2.5,4.8,History,Anshuman,Pandey,4,,Anshuman Pandey
1272914,0.0,0.0,Mathematics,Enrique,Giles,0,,Enrique Giles
1273138,2.7,4.2,Astronomy,Philip,Hughes,6,100.0,Philip Hughes
1273177,2.8,4.4,Russian,Nina,Shkolnik,16,100.0,Nina Shkolnik
1273235,2.4,3.8,Spanish,Joy,Collman,18,,Joy Collman
1273378,5.0,1.3,Nursing,Carol,Loveland-Cherry,3,,Carol Loveland-Cherry
1273485,2.5,4.0,African-American Studies,Scott,Ellsworth,21,83.0,Scott Ellsworth
1273666,4.5,4.3,Classics,Chris,Love,8,,Chris Love
1273753,4.0,4.5,Art,Matthew,Shlian,5,,Matthew Shlian
1274032,2.5,4.3,Residential College,Michael,Gould,5,100.0,Michael Gould
1274036,3.4,4.3,Biology,Rajeshwari,Janakiraman,22,,Rajeshwari Janakiraman
1274473,0.0,0.0,Biomedical,Greg,Gage,0,,Greg Gage
1274745,2.2,3.2,Industrial Engineering,Robert,Goodsell,5,,Robert Goodsell
1274874,4.0,1.0,Business,Jeff,Degraff,1,0.0,Jeff Degraff
1275874,0.0,0.0,Architecture,Harry,Giles,0,,Harry Giles
1276376,3.6,2.8,Chemical Engineering,Nina,Lin,9,,Nina Lin
1277021,2.7,4.5,Economics,Ryan,Kellogg,3,,Ryan Kellogg
1277048,2.3,4.1,English,Brian,Short,10,,Brian Short
1277329,2.3,3.4,History,Ulrike,Weckel,9,,Ulrike Weckel
1277430,3.0,3.8,History,Joshua,First,4,,Joshua First
1278038,3.8,3.6,Materials Engineering,Anton,Van Der Ven,4,,Anton Van Der Ven
1278180,3.0,4.5,English Language & Literature,Andromeda,Hartwick,1,,Andromeda Hartwick
1278783,2.0,4.5,English Language & Literature,Amy,Ford,1,,Amy Ford
1279198,0.0,0.0,History,Eric,Schewe,0,,Eric Schewe
1279744,2.8,5.0,Physics,Aaron,Pierce,4,100.0,Aaron Pierce
1279818,3.0,3.7,Sociology,Dwight,Lang,6,66.0,Dwight Lang
1280075,5.0,1.0,Information Science,Cory,Knobel,1,,Cory Knobel
1280278,2.2,3.9,Linguistics,Carmel,O'Shannessy,17,100.0,Carmel O'Shannessy
1281151,0.0,0.0,American Studies,Emily,Lutenski,0,,Emily Lutenski
1281161,2.0,3.5,Architecture,Neal,Robinson,2,,Neal Robinson
1283196,2.5,4.0,Civil Engineering,Victor,Li,2,100.0,Victor Li
1283648,2.5,2.0,Kinesiology,Jason,Winfree,2,,Jason Winfree
1283675,3.0,4.8,History,Eugene,Cassidy,4,,Eugene Cassidy
1283988,1.4,4.8,Music,John,Pasquale,25,100.0,John Pasquale
1288125,3.2,4.9,Business Administration,George,Siedel,6,100.0,George Siedel
1290838,2.5,4.8,Economics,Andres,Cooper,2,,Andres Cooper
1291530,0.0,0.0,Electrical Engineering,Carmon,Tal,0,,Carmon Tal
1291936,4.2,3.8,Art,John,Marshall,9,,John Marshall
1294275,2.3,3.6,Spanish,Jamie,Rodriguez-Matos,10,,Jamie Rodriguez-Matos
1294358,0.0,0.0,Chemistry,Ziva,Chen,0,,Ziva Chen
1295016,0.0,0.0,Spanish,Kristina,Waggoner,0,,Kristina Waggoner
1295115,3.8,3.7,English,Sara,Schaff,6,,Sara Schaff
1295648,1.3,5.0,Not Specified,Lindsay,Ambridge,3,,Lindsay Ambridge
1296632,3.0,4.8,Psychology,Katherine,Moore,2,,Katherine Moore
1297018,3.0,5.0,Biochemistry,Ming,Lei,1,,Ming Lei
1297019,4.0,4.5,Biochemistry,Ari,Gafni,1,,Ari Gafni
1297223,4.0,4.5,Sociology,Alice,Gates,1,,Alice Gates
1297478,0.0,0.0,English,Joseph,Tyler,0,,Joseph Tyler
1299848,2.8,4.8,English,Karen,McConnell,4,,Karen McConnell
1300605,3.0,5.0,English,Leah,Tewell,1,,Leah Tewell
1302013,3.6,3.8,Not Specified,Petra,Kuppers,5,,Petra Kuppers
1306133,0.0,0.0,Biology,Marcus,Amer,0,,Marcus Amer
1308211,0.0,0.0,Psychology,Johnna Rose,Swartz,0,,Johnna Rose Swartz
1309096,0.0,0.0,English Language & Literature,David,Holmes,0,,David Holmes
1309100,0.0,0.0,English Language & Literature,Darrel,Holmes,0,,Darrel Holmes
1313726,3.7,4.0,Chemistry,Alan,Kiste,28,,Alan Kiste
1314766,0.0,0.0,Linguistics,Anna,Babel,0,,Anna Babel
1315421,3.0,4.5,English,Danielle Marie,Lillge,1,,Danielle Marie Lillge
1316044,2.4,4.5,Not Specified,Margot,Finn,11,100.0,Margot Finn
1322057,2.0,5.0,Economics,D.,Cashin,1,,D. Cashin
1322119,0.0,0.0,Physics,Jun,Xiao,0,,Jun Xiao
1322521,0.0,0.0,Economics,Catherine,Ambler,0,,Catherine Ambler
1323897,2.6,3.8,Spanish,Yaqueline,Moeller,7,,Yaqueline Moeller
1324320,0.0,0.0,English,Meggy,Wang,0,,Meggy Wang
1324460,3.5,3.0,Mathematics,Wenliang,Zhang,4,0.0,Wenliang Zhang
1324830,1.7,3.7,English,Bradford,Kammin,3,100.0,Bradford Kammin
1324990,3.0,4.8,Electrical Engineering,Zhengya,Zhang,8,100.0,Zhengya Zhang
1325064,0.0,0.0,Spanish,Michelle,Oreechio,0,,Michelle Oreechio
1325069,4.0,4.5,Mathematics,Alfredo Nevitt,Wetzel,1,,Alfredo Nevitt Wetzel
1325109,0.0,0.0,Psychology,Tova,Neugut,0,,Tova Neugut
1325261,4.0,1.5,Sociology,Byung Ho,Lee,1,,Byung Ho Lee
1325263,0.0,0.0,Sociology,Leslie,Rott,0,,Leslie Rott
1325628,4.3,4.8,English,Dana,Kletter,3,,Dana Kletter
1325697,0.0,0.0,Information Science,Ixchel,Faniel,0,,Ixchel Faniel
1325873,0.0,0.0,Biology,Diarmaid,Foighil,0,,Diarmaid Foighil
1326023,3.0,2.0,Anthropology,Janet,Dunn,1,0.0,Janet Dunn
1331537,3.3,3.8,Mathematics,YI,SU,9,,YI SU
1332644,3.0,2.0,Business,Norman,Bishara,1,,Norman Bishara
1332926,4.0,4.5,English Language & Literature,Amy,Carroll,33,100.0,Amy Carroll
1333681,0.0,0.0,Women's Studies,Purvi,Mehta,0,,Purvi Mehta
1334562,3.0,4.5,Chinese,Guang,Yang,1,,Guang Yang
1336599,3.2,3.2,Engineering,Michael,Wellman,24,100.0,Michael Wellman
1337173,5.0,2.5,Mathematics,Pete,Bosler,1,,Pete Bosler
1340853,3.9,3.1,Physics,Paul,Berman,16,,Paul Berman
1341871,1.7,3.3,Sociology,Luis,Sfeir,3,50.0,Luis Sfeir
1342059,4.4,4.7,Computer Science,Edwin,Olson,5,,Edwin Olson
1343158,3.4,3.2,Economics,Ying,Fan,19,36.0,Ying Fan
1345089,3.5,4.4,Biology,Lyle,Simmons,48,77.0,Lyle Simmons
1345491,0.0,0.0,English,Emma,Gorenberg,0,,Emma Gorenberg
1349540,4.0,4.0,Psychology,Alvin,Thomas,1,,Alvin Thomas
1350311,3.7,1.6,Statistics,Shyamala,Nagaraj,41,10.0,Shyamala Nagaraj
1350313,0.0,0.0,Statistics,Robert,Reiner,0,,Robert Reiner
1352790,3.7,4.8,Mathematics,Dmitriy,Boyarchenko,13,,Dmitriy Boyarchenko
1352883,3.0,1.3,Engineering,Julie,Young,2,,Julie Young
1353455,3.2,4.2,Urban Planning,Philip,D'Anieri,14,57.0,Philip D'Anieri
1355975,3.5,5.0,English,Sarah,Mesle,2,,Sarah Mesle
1356180,2.3,4.4,English,Vasugi,Ganeshananthan,8,,Vasugi Ganeshananthan
1357825,3.0,4.7,Women's Studies,Victor,Mendoza,24,100.0,Victor Mendoza
1357962,1.3,3.6,American Studies,Jason,Wright,10,,Jason Wright
1359808,3.4,2.9,Aerospace Studies,Nakhiah,Goulbourne,13,100.0,Nakhiah Goulbourne
1360492,2.3,4.7,Italian,Sabina,Perrino,21,,Sabina Perrino
1361916,0.0,0.0,Environmental Science,Sid,Nag,0,,Sid Nag
1362029,4.0,1.5,Anthropology,Hoda,Bandeh-Ahmadi,1,,Hoda Bandeh-Ahmadi
1374822,3.0,2.6,American Studies,Emily,Lawsin,23,25.0,Emily Lawsin
1376010,3.3,4.6,Psychology,Brandon,Aragona,147,96.0,Brandon Aragona
1377123,3.3,4.3,Philosophy,Sarah,Moss,16,100.0,Sarah Moss
1377146,0.0,0.0,French,Marie,Penner-Hahn,0,,Marie Penner-Hahn
1377279,0.0,0.0,Mathematics,Amanda,Knecht,0,,Amanda Knecht
1377482,4.3,2.6,Social Work,Beth,Reed,4,50.0,Beth Reed
1377485,3.0,4.0,Social Work,Janet,Ray,2,,Janet Ray
1377965,4.4,3.3,Engineering,Eric,Hetland,7,,Eric Hetland
1378355,2.3,4.8,Sociology,Karin,Martin,6,100.0,Karin Martin
1378880,3.1,3.6,English,Joanna,Want,8,,Joanna Want
1379146,0.0,0.0,Astronomy,Thomas,Brink,0,,Thomas Brink
1379155,0.0,0.0,Communication Studies,Michael,Shallcross,0,,Michael Shallcross
1379268,2.5,4.3,Architecture,Steven,Christensen,2,,Steven Christensen
1379713,2.0,4.7,Asian Studies,Abhisheka,Abhisheka,6,,Abhisheka Abhisheka
1380009,2.0,5.0,Education,Karen,Wixson,1,,Karen Wixson
1380182,2.0,3.0,Computer Science,Chandrasekhar,Boyapati,1,,Chandrasekhar Boyapati
1380641,0.0,0.0,English,Brian,Burns,0,,Brian Burns
1381239,3.0,5.0,Marketing,Deepika,Jha,1,,Deepika Jha
1382037,4.5,4.5,Mechanical Engineering,Shorya,Awtar,2,100.0,Shorya Awtar
1382129,2.7,4.9,Public Policy,John,Ciorciari,7,,John Ciorciari
1382307,2.1,4.1,Spanish,Jennifer,Rivas-Murillo,21,81.0,Jennifer Rivas-Murillo
1383134,2.0,4.0,Film,Chris,Hanson,1,,Chris Hanson
1383161,2.8,4.1,English Language & Literature,Sean,Silver,30,100.0,Sean Silver
1384012,0.0,0.0,Art,Seth,Lower,0,,Seth Lower
1384212,2.7,4.8,French,Vittorio,Trionfi,3,,Vittorio Trionfi
1384449,2.2,4.5,Biology,Kevin,Wherly,5,,Kevin Wherly
1384819,3.0,4.6,Judaic Studies,Anita,Norich,5,100.0,Anita Norich
1385186,2.0,5.0,Natural Resources,Kevin,Wehrly,2,,Kevin Wehrly
1385187,2.1,2.9,Ecology & Evolutionary Biology,Lacey,Knowles,4,100.0,Lacey Knowles
1386185,2.0,3.6,Materials Engineering,Richard,Robertson,6,0.0,Richard Robertson
1386623,4.0,2.5,Chemistry,Kristin,Smith-Koutmou,9,100.0,Kristin Smith-Koutmou
1386841,1.5,4.0,Communication Studies,Sarah,Crymble,2,,Sarah Crymble
1386845,2.5,4.0,Spanish,Alberto,Garcia Mendoza,10,100.0,Alberto Garcia Mendoza
1387787,2.0,4.5,Psychology,Amy,LU,1,,Amy LU
1389174,1.5,3.8,Slavic Languages,Mikhail,Krutikov,8,100.0,Mikhail Krutikov
1389809,4.0,4.0,Architecture,Ellen,Donnelly,2,,Ellen Donnelly
1395841,2.3,3.5,English,Aaron Van,Jordan,16,50.0,Aaron Van Jordan
1412322,0.0,0.0,Spanish,Jordge,Ledo-Martinez,0,,Jordge Ledo-Martinez
1412951,3.0,3.8,Psychology,Elizabeth,Peckham,3,,Elizabeth Peckham
1413178,2.0,5.0,Social Work,Kathleen,Wade,1,,Kathleen Wade
1413179,3.3,2.9,Social Work,Robert,Ortega,3,50.0,Robert Ortega
1416084,4.0,2.5,Ecology & Evolutionary Biology,Jianzhi,Zhang,8,40.0,Jianzhi Zhang
1417723,1.8,4.2,Computer Science,Nader,Jawad,5,,Nader Jawad
1417727,1.0,5.0,Computer Science,Pradeep,Muthukrishnan,1,,Pradeep Muthukrishnan
1417743,3.4,3.8,Earth Science,Peter,Van Keken,5,,Peter Van Keken
1418051,4.0,3.7,Civil Engineering,Lutgarde,Raskin,3,100.0,Lutgarde Raskin
1418765,3.0,4.5,English,Jeffrey,Knight,1,,Jeffrey Knight
1419506,1.0,3.5,Women's Studies,Roberta,Adams,2,,Roberta Adams
1420787,3.3,3.2,Social Work,Edie,Kieffer,3,,Edie Kieffer
1420788,0.0,0.0,Social Work,Larry,Root,0,,Larry Root
1420794,0.0,0.0,Social Work,Kristine,Siefert,0,,Kristine Siefert
1421723,2.8,4.8,Asian Studies,Le,Tang,4,,Le Tang
1422121,2.3,4.8,Mathematics,Francois,Dorais,4,,Francois Dorais
1422438,3.2,3.8,Mathematics,Anthony,Bloch,11,100.0,Anthony Bloch
1422809,3.5,3.4,Psychology,Kevin,Miller,6,50.0,Kevin Miller
1422892,2.0,3.5,Architecture,Stephanie,Pilat,1,,Stephanie Pilat
1423040,3.3,2.3,Mathematics,Todor,Milanov,3,,Todor Milanov
1425074,2.0,4.5,History,Alex,Lovit,1,,Alex Lovit
1425400,2.5,5.0,Mathematics,Jesse,Kass,2,,Jesse Kass
1425770,1.8,4.2,English,Jonathan,Freedman,13,100.0,Jonathan Freedman
1426465,2.3,5.0,Mathematics,Holly (sohhyun),Chung,3,,Holly (sohhyun) Chung
1426761,4.8,1.4,Chemistry,John,Phillips,4,,John Phillips
1431955,3.3,4.5,English,Gina,Brandolino,41,64.0,Gina Brandolino
1433176,4.0,5.0,Mathematics,Patrick,Boland,30,100.0,Patrick Boland
1434469,2.5,4.6,Sociology,Robert,Jansen,38,78.0,Robert Jansen
1434636,2.0,2.5,Music,Meilu,HO,3,50.0,Meilu HO
1435296,3.4,4.1,Biochemistry,Jochen,Schacht,7,,Jochen Schacht
1436402,4.0,4.0,Architecture,Meredith,Miller,2,,Meredith Miller
1437013,0.0,0.0,English,William,Wordsworth,0,,William Wordsworth
1437469,3.3,3.3,Mathematics,Xiaojun,Chen,6,,Xiaojun Chen
1437880,3.0,4.3,Economics,Raj,Arunachalam,8,,Raj Arunachalam
1438321,3.5,4.5,History,Elise,Lipkowitz,2,,Elise Lipkowitz
1438494,2.0,2.7,Geology,Fatim,Hankard,3,,Fatim Hankard
1438661,0.0,0.0,Anthropology,Bonnie,Halloran,0,,Bonnie Halloran
1439040,1.5,4.5,History,James (ted),Blanton,2,,James (ted) Blanton
1439718,3.4,4.8,Mathematics,Christopher,Mooney,5,,Christopher Mooney
1439863,2.9,4.3,French,Tapha,LY,8,,Tapha LY
1439865,3.3,3.5,Chemistry,Anne,McNeil,35,50.0,Anne McNeil
1440048,2.9,3.5,African-American Studies,Martha S.,Jones,12,,Martha S. Jones
1440227,1.0,5.0,Information Science,Katherine,Lawrence,1,,Katherine Lawrence
1441371,2.4,5.0,Spanish,Javier,Entrambasaguas,14,100.0,Javier Entrambasaguas
1447033,4.5,1.0,Business,Andy,Lawlor,2,,Andy Lawlor
1451372,3.0,4.5,History,Jeffrey,Mirel,1,,Jeffrey Mirel
1452669,2.0,5.0,Psychology,Mary,Askren,5,,Mary Askren
1453288,0.0,0.0,Statistics,DR,Meshkaani,0,,DR Meshkaani
1453467,4.3,2.0,Economics,Bing,Chen,3,,Bing Chen
1453837,0.0,0.0,Chemistry,Ajdin,Kavara,0,,Ajdin Kavara
1453951,5.0,2.0,Architecture,Robert,Adams,2,100.0,Robert Adams
1456637,1.6,3.9,Economics,Matthew,Backus,5,,Matthew Backus
1457069,2.6,4.5,Electrical Engineering,Zhaohui,Zhong,5,,Zhaohui Zhong
1457352,3.0,1.0,Art,Amanda,Krugliak,1,,Amanda Krugliak
1457353,2.0,1.9,Art,Katheryn,Luchs,4,,Katheryn Luchs
1458020,3.1,2.2,Astronomy,Kwayera,Davis,9,0.0,Kwayera Davis
1460863,0.0,0.0,Chemistry,Andrea,Geyer,0,,Andrea Geyer
1460864,2.5,2.7,Chemistry,Marie,Galinato,8,,Marie Galinato
1461816,2.7,3.0,African-American Studies,Nyambura,Mpesha,3,100.0,Nyambura Mpesha
1465650,3.0,5.0,Communication Studies,Andre,Cavalcante,1,,Andre Cavalcante
1467240,1.9,4.3,Anthropology,Robin,Beck,5,66.0,Robin Beck
1468751,4.0,2.7,Mathematics,Sean,McGee,3,0.0,Sean McGee
1470162,4.3,2.7,Nursing,Linda,Arnsdorf,3,,Linda Arnsdorf
1470165,2.5,4.0,Nursing,Judith,Lynch-Sauer,2,,Judith Lynch-Sauer
1470280,3.6,4.4,History,Heather,Thompson,5,100.0,Heather Thompson
1471186,1.7,4.7,Psychology,Alicia,Hofelich,3,,Alicia Hofelich
1473200,3.7,4.8,Anthropology,Vanessa,Diaz,3,,Vanessa Diaz
1474024,2.5,3.8,English,Clement,Hawes,19,100.0,Clement Hawes
1474854,0.0,0.0,Sociology,Andrew,Van Alstyne,0,,Andrew Van Alstyne
1475884,0.0,0.0,Astronomy,Marta,Volonteri,0,,Marta Volonteri
1476863,3.3,5.0,Accounting,Vincent,Sarafa,3,,Vincent Sarafa
1476918,3.3,1.8,Mathematics,Dong,Wang,3,,Dong Wang
