profID,avgDifficulty,avgRating,department,firstName,lastName,numRatings,wouldTakeAgainPercent
1218682,3,2.5,Mechanical Engineering,Jwo,Pan,10,60
1218782,1.5,4.5,Physical Education,Kerry,Winkleseth,2,-1
1219184,3,4.4,Mathematics,Michael,Khoury,33,-1
1221104,3.1,3.6,Statistics,Kerby,Shedden,8,50
1221219,2.3,4.4,Naval Science,Laura,Alford,39,92.3077
1221220,3.8,2.2,Engineering,Tom,Bowden,10,50
1221244,2.3,4.7,Psychology,Fiona,Lee,25,-1
1221753,1.3,4,Anthropology,Chris,Berk,3,-1
1222034,1.5,2.8,Classics,B,Forston,2,-1
1222035,2.8,4.9,German,Jennie,Cain,4,-1
1222158,3.6,5,Mathematics,Becky,Hoai,13,-1
1222410,3.3,2.8,English,Christopher,Meade,3,-1
1223116,3.3,4.4,Chemistry,K,Reddie,7,-1
1223277,2.9,4.3,English Language & Literature,Kodi,Scheer,15,33.3333
1223608,2,3.8,History,Howard,Lupovitch,2,-1
1223755,0,0,Political Science,Michelle,Allendorfer,0,-1
1223914,0,0,Mathematics,Annie,Xue,0,-1
1224012,3.6,3.3,Economics,Pavel,Kapinos,5,-1
1224081,1.7,4.8,Psychology,Leah,James,3,-1
1224369,1.7,5,Linguistics,David,Medeiros,3,-1
1224584,3,3.3,Creative Writing,Rasheeda,Plenty,3,-1
1225411,4.5,4,English,Alexandra,Simpson,4,-1
1225811,1.5,4,Women's Studies,Timothy,Johnson,8,100
1227452,3.3,4.5,Mathematics,Harlan,Kadish,4,-1
1228819,2.1,4,Business Administration,Follett,Carter,20,62.5
1229824,0,0,Biology,Kathryn,Warton,0,-1
1230382,3.7,2.3,English,Ramon,Stern,3,-1
1233522,2,4.7,Mathematics,Ashley,Selegue,3,-1
1233742,3.5,4,Political Science,Brooklyn,Walker,2,-1
1233776,0,0,Biochemistry,Charles,Yocum,0,-1
1234074,2.4,3,Italian,Maria Giulia,Sclippa,5,-1
1234234,5,5,Philosophy,Bradley,Moore,1,-1
1234352,2,4,French,Elena,Dallatorre,2,-1
1234354,3.5,3,French,Elena Dalla,Torre,2,-1
1234375,2,5,English,Taiyaba,Husain,1,-1
1234901,3.6,2.3,Mathematics,Song,Yao,8,-1
1234932,4.4,4,Electrical Engineering,Dennis,Sylvester,9,100
1235165,0,0,Asian Studies,Andrea,Landis,0,-1
1235332,3.5,1.9,Aerospace Studies,Luis,Bernal,6,0
1235941,0,0,Languages,Rosalia,Puma Escalante,0,-1
1236216,3,4.5,Anthropology,Alison,Joersz,1,-1
1237336,3,5,Mathematics,Luis,Serrano,1,-1
1240127,3.5,5,Asian Studies,Shinya,Suzuki,2,-1
1241008,3.7,3.3,Chemical Engineering,Omolola,Eniola-Adefeso,21,66.6667
1247485,3.5,4.3,Russian,Stephanie,Hitztaler,4,-1
1247816,0,0,Mathematics,Marie,Snipes,0,-1
1248138,4,5,Industrial Engineering,Katta,Murty,1,-1
1248143,3.2,4,Mechanical Engineering,Vikram,Gavini,9,100
1248663,4,3,Genetics,Jeffrey,Long,1,-1
1249713,0,0,Naval Science,Frank,Smithington,0,-1
1251468,4.5,4,Architecture,Anatole,Senkevitch,2,-1
1251501,2.4,3.6,Anthropology,Joyce,Marcus,11,20
1255530,2.9,3.1,Aerospace Studies,Tim,Smith,13,50
1258944,4,1,Medicine,Rebecca,Minter,1,-1
1260954,3,4.2,Psychology,Mei,Guan,6,-1
1260989,0,0,Education,Susan,Newman,0,-1
1262138,2.8,2.4,History,Julius,Scott,6,-1
1262194,2.3,3.5,Political Science,Jennet,Kirkpatrick,11,-1
1264359,3,4.7,Art,Nancy,Thayer,10,100
1264728,3.7,2.8,Graphic Arts,Bonnie,Zielinski,3,-1
1265761,4.5,3.1,Psychology,Helen,Baghdoyan,4,100
1266737,0,0,Electrical Engineering,Kensall,Wise,0,-1
1267616,0,0,Education,Robert,Linn,0,-1
1267835,3.9,3.7,Mechanical Engineering,Samantha,Daly,15,33.3333
1268112,3,3.5,American Studies,Rima,Hassouneh,9,100
1268287,3.7,3.2,Physics,Keith,Riles,50,90
1268448,4,3.3,Chemical Engineering,Charles,Monroe,6,-1
1269212,3.1,3.8,Asian Studies,Xiaobing,Tang,17,40
1269374,3.3,4.7,Mechanical Engineering,Pramod,Reddy,7,100
1269389,2.8,4.1,Finance,Ran,Duchan,4,-1
1269399,4,2.8,Anthropology,Roberto,Frisancho,4,-1
1269709,3.7,3.2,Mathematics,Jeff,Meyer,3,-1
1269777,1.9,4.5,Anthropology,David,Akin,12,66.6667
1269779,2.3,3.5,Geology,Peter,Vankeken,3,-1
1269833,2.7,4.3,Spanish,Mara,Pastor,3,-1
1269937,3.4,4.3,Materials Engineering,Max,Shtein,10,100
1270718,1.8,1.4,Psychology,Mark,Creekmore,9,-1
1270934,3.3,3.7,Electrical Engineering,Mina,Rais-Zadeh,10,66.6667
1270953,2.7,4.5,Hebrew,Doron,Lamm,6,-1
1270959,3.3,3.8,Mathematics,Yilun,Wu,3,-1
1270961,2,4,African-American Studies,Noah,Gardiner,3,-1
1270964,3.2,3.5,Classics,Britta,Ager,15,66.6667
1270971,3.3,4.5,Classics,Benjamin,Graham,11,-1
1271340,3.3,5,Theater,Nancy,Uffner,3,100
1271929,2.8,4.4,History,Rudolph,Ware,13,80
1271956,0,0,African-American Studies,Loyd,Mbabu,0,-1
1272115,2.5,4.5,Public Health,Kenneth,Warner,16,-1
1272420,3,4.8,Nursing,Cynthia,Fenske,3,100
1272421,2,4.8,Nursing,Valerie,Marsh,3,-1
1272422,3,4,Nursing,Donna,Marvicsin,3,-1
1272438,1,5,Psychology,C,Siefert,1,-1
1272570,4,2.7,Philosophy,Eduardo,Garcia-Ramirez,3,-1
1272573,2,4,Philosophy,Nathan,Charlow,1,-1
1272693,3.3,4.2,History,James,Cook,17,71.4286
1272816,3.7,2.8,Economics,Neslihan,Uler,15,100
1272902,3.2,4,Mathematics,Enrique,Giese,5,-1
1272905,3.4,4.3,African-American Studies,Sherie,Randolph,5,-1
1272906,2.5,4.8,History,Anshuman,Pandey,4,-1
1272914,0,0,Mathematics,Enrique,Giles,0,-1
1273138,2.7,4.2,Astronomy,Philip,Hughes,6,100
1273177,2.8,4.4,Russian,Nina,Shkolnik,16,100
1273235,2.4,3.8,Spanish,Joy,Collman,18,-1
1273378,5,1.3,Nursing,Carol,Loveland-Cherry,3,-1
1273485,2.5,4,African-American Studies,Scott,Ellsworth,21,83.3333
1273666,4.5,4.3,Classics,Chris,Love,8,-1
1273753,4,4.5,Art,Matthew,Shlian,5,-1
1274032,2.5,4.3,Residential College,Michael,Gould,5,100
1274036,3.4,4.3,Biology,Rajeshwari,Janakiraman,22,-1
1274473,0,0,Biomedical,Greg,Gage,0,-1
1274745,2.2,3.2,Industrial Engineering,Robert,Goodsell,5,-1
1274874,4,1,Business,Jeff,Degraff,1,0
1275874,0,0,Architecture,Harry,Giles,0,-1
1276376,3.6,2.8,Chemical Engineering,Nina,Lin,9,-1
1277021,2.7,4.5,Economics,Ryan,Kellogg,3,-1
1277048,2.3,4.1,English,Brian,Short,10,-1
1277329,2.3,3.4,History,Ulrike,Weckel,9,-1
1277430,3,3.8,History,Joshua,First,4,-1
1278038,3.8,3.6,Materials Engineering,Anton,Van Der Ven,4,-1
1278180,3,4.5,English Language & Literature,Andromeda,Hartwick,1,-1
1278783,2,4.5,English Language & Literature,Amy,Ford,1,-1
1279198,0,0,History,Eric,Schewe,0,-1
1279744,2.8,5,Physics,Aaron,Pierce,4,100
1279818,3,3.7,Sociology,Dwight,Lang,6,66.6667
1280075,5,1,Information Science,Cory,Knobel,1,-1
1280278,2.2,3.9,Linguistics,Carmel,O'Shannessy,17,100
1281151,0,0,American Studies,Emily,Lutenski,0,-1
1281161,2,3.5,Architecture,Neal,Robinson,2,-1
1283196,2.5,4,Civil Engineering,Victor,Li,2,100
1283648,2.5,2,Kinesiology,Jason,Winfree,2,-1
1283675,3,4.8,History,Eugene,Cassidy,4,-1
1283988,1.4,4.8,Music,John,Pasquale,25,100
1288125,3.2,4.9,Business Administration,George,Siedel,6,100
1290838,2.5,4.8,Economics,Andres,Cooper,2,-1
1291530,0,0,Electrical Engineering,Carmon,Tal,0,-1
1291936,4.2,3.8,Art,John,Marshall,9,-1
1294275,2.3,3.6,Spanish,Jamie,Rodriguez-Matos,10,-1
1294358,0,0,Chemistry,Ziva,Chen,0,-1
1295016,0,0,Spanish,Kristina,Waggoner,0,-1
1295115,3.8,3.7,English,Sara,Schaff,6,-1
1295648,1.3,5,Not Specified,Lindsay,Ambridge,3,-1
1296632,3,4.8,Psychology,Katherine,Moore,2,-1
1297018,3,5,Biochemistry,Ming,Lei,1,-1
1297019,4,4.5,Biochemistry,Ari,Gafni,1,-1
1297223,4,4.5,Sociology,Alice,Gates,1,-1
1297478,0,0,English,Joseph,Tyler,0,-1
1299848,2.8,4.8,English,Karen,McConnell,4,-1
1300605,3,5,English,Leah,Tewell,1,-1
1302013,3.6,3.8,Not Specified,Petra,Kuppers,5,-1
1306133,0,0,Biology,Marcus,Amer,0,-1
1308211,0,0,Psychology,Johnna Rose,Swartz,0,-1
1309096,0,0,English Language & Literature,David,Holmes,0,-1
1309100,0,0,English Language & Literature,Darrel,Holmes,0,-1
1313726,3.7,4,Chemistry,Alan,Kiste,28,-1
1314766,0,0,Linguistics,Anna,Babel,0,-1
1315421,3,4.5,English,Danielle Marie,Lillge,1,-1
1316044,2.4,4.5,Not Specified,Margot,Finn,11,100
1322057,2,5,Economics,D.,Cashin,1,-1
1322119,0,0,Physics,Jun,Xiao,0,-1
1322521,0,0,Economics,Catherine,Ambler,0,-1
1323897,2.6,3.8,Spanish,Yaqueline,Moeller,7,-1
1324320,0,0,English,Meggy,Wang,0,-1
1324460,3.5,3,Mathematics,Wenliang,Zhang,4,0
1324830,1.7,3.7,English,Bradford,Kammin,3,100
1324990,3,4.8,Electrical Engineering,Zhengya,Zhang,8,100
1325064,0,0,Spanish,Michelle,Oreechio,0,-1
1325069,4,4.5,Mathematics,Alfredo Nevitt,Wetzel,1,-1
1325109,0,0,Psychology,Tova,Neugut,0,-1
1325261,4,1.5,Sociology,Byung Ho,Lee,1,-1
1325263,0,0,Sociology,Leslie,Rott,0,-1
1325628,4.3,4.8,English,Dana,Kletter,3,-1
1325697,0,0,Information Science,Ixchel,Faniel,0,-1
1325873,0,0,Biology,Diarmaid,Foighil,0,-1
1326023,3,2,Anthropology,Janet,Dunn,1,0
1331537,3.3,3.8,Mathematics,YI,SU,9,-1
1332644,3,2,Business,Norman,Bishara,1,-1
1332926,4,4.5,English Language & Literature,Amy,Carroll,33,100
1333681,0,0,Women's Studies,Purvi,Mehta,0,-1
1334562,3,4.5,Chinese,Guang,Yang,1,-1
1336599,3.2,3.2,Engineering,Michael,Wellman,24,100
1337173,5,2.5,Mathematics,Pete,Bosler,1,-1
1340853,3.9,3.1,Physics,Paul,Berman,16,-1
1341871,1.7,3.3,Sociology,Luis,Sfeir,3,50
1342059,4.4,4.7,Computer Science,Edwin,Olson,5,-1
1343158,3.4,3.2,Economics,Ying,Fan,19,36.3636
1345089,3.5,4.4,Biology,Lyle,Simmons,48,77.2727
1345491,0,0,English,Emma,Gorenberg,0,-1
1349540,4,4,Psychology,Alvin,Thomas,1,-1
1350311,3.7,1.6,Statistics,Shyamala,Nagaraj,41,10
1350313,0,0,Statistics,Robert,Reiner,0,-1
1352790,3.7,4.8,Mathematics,Dmitriy,Boyarchenko,13,-1
1352883,3,1.3,Engineering,Julie,Young,2,-1
1353455,3.2,4.2,Urban Planning,Philip,D'Anieri,14,57.1429
1355975,3.5,5,English,Sarah,Mesle,2,-1
1356180,2.3,4.4,English,Vasugi,Ganeshananthan,8,-1
1357825,3,4.7,Women's Studies,Victor,Mendoza,24,100
1357962,1.3,3.6,American Studies,Jason,Wright,10,-1
1359808,3.4,2.9,Aerospace Studies,Nakhiah,Goulbourne,13,100
1360492,2.3,4.7,Italian,Sabina,Perrino,21,-1
1361916,0,0,Environmental Science,Sid,Nag,0,-1
1362029,4,1.5,Anthropology,Hoda,Bandeh-Ahmadi,1,-1
1374822,3,2.6,American Studies,Emily,Lawsin,23,25
1376010,3.3,4.6,Psychology,Brandon,Aragona,147,96.875
1377123,3.3,4.3,Philosophy,Sarah,Moss,16,100
1377146,0,0,French,Marie,Penner-Hahn,0,-1
1377279,0,0,Mathematics,Amanda,Knecht,0,-1
1377482,4.3,2.6,Social Work,Beth,Reed,4,50
1377485,3,4,Social Work,Janet,Ray,2,-1
1377965,4.4,3.3,Engineering,Eric,Hetland,7,-1
1378355,2.3,4.8,Sociology,Karin,Martin,6,100
1378880,3.1,3.6,English,Joanna,Want,8,-1
1379146,0,0,Astronomy,Thomas,Brink,0,-1
1379155,0,0,Communication Studies,Michael,Shallcross,0,-1
1379268,2.5,4.3,Architecture,Steven,Christensen,2,-1
1379713,2,4.7,Asian Studies,Abhisheka,Abhisheka,6,-1
1380009,2,5,Education,Karen,Wixson,1,-1
1380182,2,3,Computer Science,Chandrasekhar,Boyapati,1,-1
1380641,0,0,English,Brian,Burns,0,-1
1381239,3,5,Marketing,Deepika,Jha,1,-1
1382037,4.5,4.5,Mechanical Engineering,Shorya,Awtar,2,100
1382129,2.7,4.9,Public Policy,John,Ciorciari,7,-1
1382307,2.1,4.1,Spanish,Jennifer,Rivas-Murillo,21,81.8182
1383134,2,4,Film,Chris,Hanson,1,-1
1383161,2.8,4.1,English Language & Literature,Sean,Silver,30,100
1384012,0,0,Art,Seth,Lower,0,-1
1384212,2.7,4.8,French,Vittorio,Trionfi,3,-1
1384449,2.2,4.5,Biology,Kevin,Wherly,5,-1
1384819,3,4.6,Judaic Studies,Anita,Norich,5,100
1385186,2,5,Natural Resources,Kevin,Wehrly,2,-1
1385187,2.1,2.9,Ecology & Evolutionary Biology,Lacey,Knowles,4,100
1386185,2,3.6,Materials Engineering,Richard,Robertson,6,0
1386623,4,2.5,Chemistry,Kristin,Smith-Koutmou,9,100
1386841,1.5,4,Communication Studies,Sarah,Crymble,2,-1
1386845,2.5,4,Spanish,Alberto,Garcia Mendoza,10,100
1387787,2,4.5,Psychology,Amy,LU,1,-1
1389174,1.5,3.8,Slavic Languages,Mikhail,Krutikov,8,100
1389809,4,4,Architecture,Ellen,Donnelly,2,-1
1395841,2.3,3.5,English,Aaron Van,Jordan,16,50
1412322,0,0,Spanish,Jordge,Ledo-Martinez,0,-1
1412951,3,3.8,Psychology,Elizabeth,Peckham,3,-1
1413178,2,5,Social Work,Kathleen,Wade,1,-1
1413179,3.3,2.9,Social Work,Robert,Ortega,3,50
1416084,4,2.5,Ecology & Evolutionary Biology,Jianzhi,Zhang,8,40
1417723,1.8,4.2,Computer Science,Nader,Jawad,5,-1
1417727,1,5,Computer Science,Pradeep,Muthukrishnan,1,-1
1417743,3.4,3.8,Earth Science,Peter,Van Keken,5,-1
1418051,4,3.7,Civil Engineering,Lutgarde,Raskin,3,100
1418765,3,4.5,English,Jeffrey,Knight,1,-1
1419506,1,3.5,Women's Studies,Roberta,Adams,2,-1
1420787,3.3,3.2,Social Work,Edie,Kieffer,3,-1
1420788,0,0,Social Work,Larry,Root,0,-1
1420794,0,0,Social Work,Kristine,Siefert,0,-1
1421723,2.8,4.8,Asian Studies,Le,Tang,4,-1
1422121,2.3,4.8,Mathematics,Francois,Dorais,4,-1
1422438,3.2,3.8,Mathematics,Anthony,Bloch,11,100
1422809,3.5,3.4,Psychology,Kevin,Miller,6,50
1422892,2,3.5,Architecture,Stephanie,Pilat,1,-1
1423040,3.3,2.3,Mathematics,Todor,Milanov,3,-1
1425074,2,4.5,History,Alex,Lovit,1,-1
1425400,2.5,5,Mathematics,Jesse,Kass,2,-1
1425770,1.8,4.2,English,Jonathan,Freedman,13,100
1426465,2.3,5,Mathematics,Holly (sohhyun),Chung,3,-1
1426761,4.8,1.4,Chemistry,John,Phillips,4,-1
1431955,3.3,4.5,English,Gina,Brandolino,41,64.2857
1433176,4,5,Mathematics,Patrick,Boland,30,100
1434469,2.5,4.6,Sociology,Robert,Jansen,38,78.2609
1434636,2,2.5,Music,Meilu,HO,3,50
1435296,3.4,4.1,Biochemistry,Jochen,Schacht,7,-1
1436402,4,4,Architecture,Meredith,Miller,2,-1
1437013,0,0,English,William,Wordsworth,0,-1
1437469,3.3,3.3,Mathematics,Xiaojun,Chen,6,-1
1437880,3,4.3,Economics,Raj,Arunachalam,8,-1
1438321,3.5,4.5,History,Elise,Lipkowitz,2,-1
1438494,2,2.7,Geology,Fatim,Hankard,3,-1
1438661,0,0,Anthropology,Bonnie,Halloran,0,-1
1439040,1.5,4.5,History,James (ted),Blanton,2,-1
1439718,3.4,4.8,Mathematics,Christopher,Mooney,5,-1
1439863,2.9,4.3,French,Tapha,LY,8,-1
1439865,3.3,3.5,Chemistry,Anne,McNeil,35,50
1440048,2.9,3.5,African-American Studies,Martha S.,Jones,12,-1
1440227,1,5,Information Science,Katherine,Lawrence,1,-1
1441371,2.4,5,Spanish,Javier,Entrambasaguas,14,100
1447033,4.5,1,Business,Andy,Lawlor,2,-1
1451372,3,4.5,History,Jeffrey,Mirel,1,-1
1452669,2,5,Psychology,Mary,Askren,5,-1
1453288,0,0,Statistics,DR,Meshkaani,0,-1
1453467,4.3,2,Economics,Bing,Chen,3,-1
1453837,0,0,Chemistry,Ajdin,Kavara,0,-1
1453951,5,2,Architecture,Robert,Adams,2,100
1456637,1.6,3.9,Economics,Matthew,Backus,5,-1
1457069,2.6,4.5,Electrical Engineering,Zhaohui,Zhong,5,-1
1457352,3,1,Art,Amanda,Krugliak,1,-1
1457353,2,1.9,Art,Katheryn,Luchs,4,-1
1458020,3.1,2.2,Astronomy,Kwayera,Davis,9,0
1460863,0,0,Chemistry,Andrea,Geyer,0,-1
1460864,2.5,2.7,Chemistry,Marie,Galinato,8,-1
1461816,2.7,3,African-American Studies,Nyambura,Mpesha,3,100
1465650,3,5,Communication Studies,Andre,Cavalcante,1,-1
1467240,1.9,4.3,Anthropology,Robin,Beck,5,66.6667
1468751,4,2.7,Mathematics,Sean,McGee,3,0
1470162,4.3,2.7,Nursing,Linda,Arnsdorf,3,-1
1470165,2.5,4,Nursing,Judith,Lynch-Sauer,2,-1
1470280,3.6,4.4,History,Heather,Thompson,5,100
1471186,1.7,4.7,Psychology,Alicia,Hofelich,3,-1
1473200,3.7,4.8,Anthropology,Vanessa,Diaz,3,-1
1474024,2.5,3.8,English,Clement,Hawes,19,100
1474854,0,0,Sociology,Andrew,Van Alstyne,0,-1
1475884,0,0,Astronomy,Marta,Volonteri,0,-1
1476863,3.3,5,Accounting,Vincent,Sarafa,3,-1
1476918,3.3,1.8,Mathematics,Dong,Wang,3,-1
1477562,1.5,5,Mathematics,Matthew,Deland,2,-1
1478499,2.7,3.2,Not Specified,Jennifer,Yim,10,-1
1481990,2.3,4.9,Physics,Vanessa,Sih,4,-1
1482551,4,5,Not Specified,Matthew,Kenyon,1,-1
1485726,4,3.5,English,Lara,Hamza,2,-1
1487132,5,3.5,Arabic,Maxim,Romanov,1,-1
1492220,3.3,4.7,Near Eastern Studies,Mohammad,Alhawary,8,100
1493052,1,3.3,Statistics,Alice,Huang,2,-1
1494673,3,3.7,Communication Studies,Rossie,Hutchinson,19,-1
1495881,2.8,4.8,Mathematics,Robert,Jenkins,9,-1
1496270,2.8,2.1,American Studies,Christine,Delisle,6,-1
1496286,2,4.5,Spanish,Gladys,Saborio,1,-1
1496985,3,4.5,English,Shane,Slattery-Quintanilla,2,-1
1497119,2.4,4.5,Psychology,Nestor,Lopez-Duran,33,89.4737
1498803,3.2,3.7,Aerospace Studies,James,Cutler,6,60
1499060,1,3.7,Music,Joyce,Yip,3,-1
1499130,3.4,3.2,Physics,Bing,Zhou,10,50
1499354,3.9,4.8,Spanish,Wendy,Tashian,14,88.8889
1500131,1,5,Psychology,Lottie,Walker,1,-1
1500808,4,3,English,Isabel,Milan,1,-1
1501892,1.3,5,Art,Dennis,Guastella,3,-1
1501893,3.3,4.7,Philosophy,Alex,Silk,3,-1
1502300,3,2.5,Mathematics,Zhao,Lan,1,-1
1502403,3.3,2.9,Anthropology,Michael,Lempert,10,66.6667
1502724,1.8,5,German,Julie,Gruber,22,100
1503223,3.9,2.6,Mathematics,Divakar,Viswanath,28,38.0952
1503439,3.7,3.7,Engineering,Allison,Steiner,3,100
1503712,3,3.4,English,Alexandra,Stern,5,-1
1504121,3.3,2.3,Computer Science,Benjamin,Kuipers,12,0
1504490,0,0,Biology,Tracy,Bialk,0,-1
1504537,1.7,5,Linguistics,Sarah,Thomason,3,100
1504557,0,0,Not Specified,Amanda,Zacharias,0,-1
1505082,2.5,4.4,Chemistry,Gary,Jensen,4,-1
1505323,3.1,4.2,Astronomy,Chris,Miller,14,83.3333
1505513,2.7,4.5,Not Specified,Robert,Wyrod,6,-1
1505635,3.6,3.8,Computer Science,Andrew,Morgan,5,-1
1505973,3.7,2.7,Biochemistry,Raymond,Trievel,12,100
1506065,1.4,4.8,Medicine,Andrew,Flint,34,100
1506710,4,1,Mathematics,Thomas,Fiore,1,0
1507777,2.9,3.1,Classical Studies,Francesca,Schironi,27,22.2222
1507980,2.9,4.4,Russian,Renee,Scherer,7,-1
1508926,2.2,4.6,Economics,Daniel,Ackerberg,5,-1
1509085,2,4.5,Chemistry,Paul,Rasmussen,1,-1
1512514,1,3.5,Women's Studies,Anjel,Vahratian,1,-1
1513377,3,4.3,Political Science,Andrew,Kerner,14,100
1513861,0,0,Psychology,Diane,Graves Oliver,0,-1
1514747,1,5,Electrical Engineering,Sanghoon,Kim,3,-1
1514767,5,2.5,Physics,Chris,Trowbridge,1,-1
1514957,1,4.5,Astronomy,Ilse,Cleeves,1,-1
1515184,5,1.5,Mathematics,Thomas,Emmerling,1,-1
1515532,3.3,4.2,Sociology,Victoria,Johnson,8,0
1515816,2.2,5,Aerospace Studies,Iain,Boyd,5,-1
1516299,2.4,3,English,David,Porter,9,-1
1516643,2.9,4.3,Philosophy,Daniel,Jacobson,15,77.7778
1517115,3.5,4.3,Mathematics,Hamed,Razavi,2,-1
1517116,2.2,4.3,English,Elizabeth,Gramm,6,-1
1517725,3,3.3,Spanish,Marcelino,Viera,2,-1
1518159,3,5,Film,Alexis,Bravos,1,-1
1518284,2,4.9,English,Timothy,Green,5,-1
1518287,2,5,Mathematics,Zhixian,Zhu,3,100
1518290,1.8,4.9,Mathematics,Mark,Conger,21,100
1519084,2.5,4.6,Languages,Patrick,Tonks,4,-1
1519189,1,2.8,Art,Russell,Thayer,3,-1
1519208,2,2,Art,Mary,Schmidt,3,-1
1520054,3,4,Political Science,Kirill,Kalinin,1,-1
1520080,2.7,3.7,Engineering,Stephanie,Sheffield,3,100
1520480,3.7,3.8,Near Eastern Studies,Sarai,Aharoni,3,-1
1520584,3.1,4.4,Electrical Engineering,David,Wentzloff,7,100
1520642,0,0,Physics,Ibrahim,Hakim,0,-1
1520789,2,5,African-American Studies,Larry,Rowley,1,-1
1521227,2.2,4.3,Asian Studies,Benjamin,Brose,12,100
1521268,2.6,4.6,Economics,James,Wang,5,-1
1521269,3.5,3,History,Joseph,Viscomi,2,100
1524517,3.5,2.4,Information Science,Eytan,Adar,6,0
1526308,3.7,3.7,Mathematics,Mark,Radosevich,35,68.4211
1528503,1,1.5,Administration,Tad,Ritter,1,-1
1529534,2.5,4.8,Chemistry,Kevin,Fortner,13,-1
1529806,4,3.8,Music,Carmen,Pelton,2,0
1530340,3.5,3.3,Electrical Engineering,Silvio,Savarese,2,-1
1530507,3,4.4,German,Andrew,Mills,20,72.7273
1531412,2.6,5,English,Emily,Goedde,7,-1
1534361,3,3.6,Anthropology,Bridgette,Guarasci,7,-1
1534472,2.5,3.8,Economics,Anna,Meyendorff,2,-1
1535152,2,5,Chemistry,Jeffery,Raymond,2,-1
1535795,3.5,4.6,Education,Nancy,Songer,8,-1
1535864,3.1,2.2,Mathematics,Jeffrey,Brown,11,-1
1535963,3,5,Business Economics,Sutirtha,Bagchi,1,-1
1539024,2.8,3,French,Marie,Capel,4,-1
1539907,0,0,Biblical Studies,Ethan,Srinivasan,0,-1
1539908,2.4,4.9,Biochemistry,Pamela,Wong,7,100
1540395,2,5,Psychology,Ali,Ziegler,1,-1
1540397,2.6,5,Psychology,Amy,Moors,5,-1
1543417,4.7,1.9,Mechanical Engineering,Gabor,Orosz,47,100
1546183,4,2,Industrial Engineering,Olga,Raskina,1,-1
1546194,1,3.5,Mechanical Engineering,Lin,LI,1,-1
1546195,2.7,3.5,Industrial Engineering,Xiuli,Chao,7,33.3333
1546196,3,4,Industrial Engineering,Robert,Smith,1,-1
1546283,2.1,4.9,German,Andreas,Gailus,8,100
1546633,0,0,Computer Engineering,Marios,Papaefthymiou,0,-1
1547913,1.8,5,Civil Engineering,Jason,McCormick,6,-1
1548056,3.5,4.3,Sociology,Howard,Kimeldorf,2,-1
1548356,3,5,Sociology,Amy,Cooter,1,-1
1548609,5,1.5,Psychology,Sara,McClellan,1,-1
1549364,2.4,5,English Language & Literature,Konstantina,Karageorgos,7,100
1549405,3.8,3.3,Kinesiology,Sean,Meehan,16,100
1552107,4,2.1,Entrepreneurship,Erik (richard),Gordon,13,0
1552949,3,4.8,Biostatistics,Tom,Braun,2,100
1553131,1.9,4.8,English,James Cody,Walker,20,100
1553251,2.5,3.8,Anthropology,John,Mathias,4,-1
1553792,3.5,3.9,Statistics,Liza,Levina,11,100
1553872,4,1.5,Italian,Romana,Habekovic,1,-1
1554973,2.4,4.5,Sociology,Geneviève,Zubrzycki,16,100
1555350,1.8,5,Theater,Sarah-Jane,Gwillim,5,-1
1555490,4,3.3,Physics,Kathryn,Zurek,2,-1
1556267,0,0,Near Eastern Studies,Raji,Rammony,0,-1
1556334,3.1,4.9,Mathematics,Matthew,Stover,8,-1
1556683,2.4,4.8,Biology,Blaise,Boles,7,-1
1557206,0,0,Information Science,Lada,Adamic,0,-1
1557290,0,0,Anthropology,Virginia,Hutton-Estabrook,0,-1
1558514,3,5,Spanish,Sergio,Huarcaya,1,-1
1559282,4,1.6,Economics,Jeremy,Fox,6,-1
1559870,3.2,4.6,English,Dina,Karageorgos,6,-1
1560274,1,5,Near Eastern Studies,Sarah,Mirza,1,-1
1560632,2,4.3,Aerospace Studies,Mark,Moldwin,18,100
1560707,2,4,Art,Charlie,Michaels,1,-1
1560999,2.5,4.5,Computer Science,Georg,Essl,2,-1
1561464,3.2,3.9,Spanish,Allison,Riccardi,17,75
1561717,2.7,4.2,Music,Daniel,Gilbert,8,100
1561895,3.2,3.3,Art,Brad,Smith,10,40
1561914,4.7,1.4,Mathematics,Thomas,Lam,23,20
1562076,5,1,Natural Resources,Joan,Nassauer,1,-1
1562305,0,0,Astronomy,Duncan,Campbell,0,-1
1562799,1.5,4.5,English,Franke,Varca,2,-1
1562892,2.8,4.8,Political Science,Jowei,Chen,25,90
1563093,5,1,Architecture,Kaleena,Quinn,2,0
1563194,3.2,3.8,Mathematics,Roman,Vershynin,4,100
1563569,2.6,3.5,Art,David,Chung,5,0
1563597,4,3.8,Nursing,Teresa,Bruggeman,22,75
1563772,2.8,4,Mathematics,Zuoqin,Wang,10,-1
1563788,2.4,4.5,Spanish,Patricia,Bonfil,12,100
1564540,3.2,4.3,Chemistry,Alex,Ketchum,8,50
1564616,3.8,3.2,Mathematics,Manabu,MacHida,8,-1
1564746,0,0,English,Genevieve,Creedon,0,-1
1565869,4.5,2.2,Women's Studies,Jennifer,McFarlane-Harris,6,100
1567722,3,3.3,Spanish,Andrea,Dewees,2,-1
1567830,3,4.5,Foreign Languages,Allison,Santoro Riccardi,3,100
1567899,2.4,3.5,Asian Studies,Varuni,Bhatia,17,16.6667
